seqnames	start	end	width	strand	peak	feature	feature.ranges.start	feature.ranges.end	feature.ranges.width	feature.strand	distance	insideFeature	distanceToSite	symbol
chr4	7754487	7754496	10	*	X50658	84740	7755817	7780654	24838	+	1320	upstream	1320	AFAP1-AS1
chr4	8270129	8270293	165	*	X50718	94031	8271489	8308838	37350	+	1195	upstream	1195	HTRA3
chr4	8581591	8581596	6	*	X50736	27201	8581964	8591750	9787	+	367	upstream	367	GPR78
chr4	8581591	8581596	6	*	X50736	8532	8582217	8621488	39272	+	620	upstream	620	CPZ
chr4	8873810	8873944	135	*	X50744	3166	8868773	8873543	4771	-	266	upstream	266	HMX1
chr4	10118831	10118890	60	*	X50759	9948	10075963	10118573	42611	-	257	upstream	257	WDR1
chr4	10119325	10119430	106	*	X50760	9948	10075963	10118573	42611	-	751	upstream	751	WDR1
chr4	10119506	10119552	47	*	X50761	9948	10075963	10118573	42611	-	932	upstream	932	WDR1
chr4	15003067	15003141	75	*	X50778	132864	15004298	15071777	67480	+	1156	upstream	1156	CPEB2
chr4	15003719	15003823	105	*	X50779	132864	15004298	15071777	67480	+	474	upstream	474	CPEB2
chr4	15003719	15003823	105	*	X50779	441009	14911585	15003669	92085	-	49	upstream	49	CPEB2-DT
chr4	15004589	15004933	345	*	X50780	132864	15004298	15071777	67480	+	0	inside	290	CPEB2
chr4	15004589	15004933	345	*	X50780	441009	14911585	15003669	92085	-	919	upstream	919	CPEB2-DT
chr4	15656692	15656796	105	*	X50784	26234	15606007	15657035	51029	-	0	inside	238	FBXL5
chr4	15656932	15656964	33	*	X50785	26234	15606007	15657035	51029	-	0	inside	70	FBXL5
chr4	15657719	15657838	120	*	X50786	26234	15606007	15657035	51029	-	683	upstream	683	FBXL5
chr4	15778689	15778790	102	*	X50787	952	15779931	15850706	70776	+	1140	upstream	1140	CD38
chr4	15779874	15779982	109	*	X50788	952	15779931	15850706	70776	+	0	overlapStart	0	CD38
chr4	18023527	18023647	121	*	X50803	254251	17844839	18023483	178645	-	43	upstream	43	LCORL
chr4	21951533	21951652	120	*	X50809	80333	20730239	21950374	1220136	-	1158	upstream	1158	KCNIP4
chr4	24474817	24474951	135	*	X50829	10891	23793644	24474394	680751	-	422	upstream	422	PPARGC1A
chr4	24476317	24476436	120	*	X50830	10891	23793644	24474394	680751	-	1922	upstream	1922	PPARGC1A
chr4	24586013	24586093	81	*	X50835	1665	24529088	24586184	57097	-	0	inside	90	DHX15
chr4	25032900	25032974	75	*	X50843	55203	25000471	25032414	31944	-	485	upstream	485	LGI2
chr4	25033110	25033259	150	*	X50844	55203	25000471	25032414	31944	-	695	upstream	695	LGI2
chr4	25378329	25378433	105	*	X50850	29945	25378848	25420120	41273	+	414	upstream	414	ANAPC4
chr4	25378449	25378562	114	*	X50851	29945	25378848	25420120	41273	+	285	upstream	285	ANAPC4
chr4	25864854	25865087	234	*	X50858	23231	25749049	25864610	115562	-	243	upstream	243	SEL1L3
chr4	25913933	25913962	30	*	X50859	389203	25915814	25931501	15688	+	1851	upstream	1851	SMIM20
chr4	25915013	25915102	90	*	X50860	389203	25915814	25931501	15688	+	711	upstream	711	SMIM20
chr4	25915754	25915762	9	*	X50861	389203	25915814	25931501	15688	+	51	upstream	51	SMIM20
chr4	26320945	26320991	47	*	X50866	3516	26321332	26436752	115421	+	340	upstream	340	RBPJ
chr4	26321487	26321606	120	*	X50867	3516	26321332	26436752	115421	+	0	inside	154	RBPJ
chr4	26585522	26585611	90	*	X50874	55296	26585546	26756918	171373	+	0	overlapStart	0	TBC1D19
chr4	26862389	26862466	78	*	X50880	57620	26862313	27027003	164691	+	0	inside	75	STIM2
chr4	30720680	30720769	90	*	X50888	5099	30722030	31148423	426394	+	1260	upstream	1260	PCDH7
chr4	30721558	30721677	120	*	X50889	5099	30722030	31148423	426394	+	352	upstream	352	PCDH7
chr4	37454925	37455074	150	*	X50905	55286	37455552	37595132	139581	+	477	upstream	477	C4orf19
chr4	37828058	37828168	111	*	X50913	55276	37828282	37864559	36278	+	113	upstream	113	PGM2
chr4	37892012	37892086	75	*	X50914	23216	37892705	38140796	248092	+	618	upstream	618	TBC1D1
chr4	37892387	37892521	135	*	X50915	23216	37892705	38140796	248092	+	183	upstream	183	TBC1D1
chr4	37892607	37892726	120	*	X50916	23216	37892705	38140796	248092	+	0	overlapStart	0	TBC1D1
chr4	38664977	38665049	73	*	X50933	51274	38665790	38703129	37340	+	740	upstream	740	KLF3
chr4	38665779	38665802	24	*	X50934	51274	38665790	38703129	37340	+	0	overlapStart	0	KLF3
chr4	38666209	38666454	246	*	X50935	79667	38614322	38666430	52109	-	0	overlapStart	0	KLF3-AS1
chr4	38869089	38869158	70	*	X50943	92689	38869354	38947365	78012	+	195	upstream	195	FAM114A1
chr4	38869089	38869158	70	*	X50943	693159	38869653	38869748	96	+	494	upstream	494	MIR574
chr4	39367674	39367778	105	*	X50947	5981	39289069	39368001	78933	-	0	inside	222	RFC1
chr4	39460764	39460913	150	*	X50949	11019	39460665	39479271	18607	+	0	inside	98	LIAS
chr4	39460764	39460913	150	*	X50949	6133	39455745	39460568	4824	-	195	upstream	195	RPL9
chr4	39640333	39640452	120	*	X50950	201895	39552546	39640481	87936	-	0	inside	28	SMIM14
chr4	39698769	39698873	105	*	X50951	3093	39699664	39784410	84747	+	790	upstream	790	UBE2K
chr4	40058301	40058377	77	*	X50959	55728	40058524	40159872	101349	+	146	upstream	146	N4BP2
chr4	40059117	40059236	120	*	X50960	344967	40044537	40058819	14283	-	297	upstream	297	LOC344967
chr4	40632667	40632771	105	*	X50961	54502	40425272	40632640	207369	-	26	upstream	26	RBM47
chr4	41216875	41217084	210	*	X50965	323	40812044	41216635	404592	-	239	upstream	239	APBB2
chr4	41217839	41217928	90	*	X50966	323	40812044	41216635	404592	-	1203	upstream	1203	APBB2
chr4	41258489	41258608	120	*	X50967	7345	41258898	41270446	11549	+	289	upstream	289	UCHL1
chr4	41258489	41258608	120	*	X50967	101410542	41222091	41258744	36654	-	0	inside	135	UCHL1-DT
chr4	41363071	41363081	11	*	X50969	22998	41362804	41702061	339258	+	0	inside	266	LIMCH1
chr4	42154699	42154803	105	*	X50991	389206	42112870	42154895	42026	-	0	inside	91	BEND4
chr4	42399265	42399293	29	*	X50993	152573	42399856	42404504	4649	+	562	upstream	562	SHISA3
chr4	44450858	44450927	70	*	X51001	386617	44175920	44450824	274905	-	33	upstream	33	KCTD8
chr4	46126458	46126547	90	*	X51003	2565	46037787	46126082	88296	-	375	upstream	375	GABRG1
chr4	46126561	46126680	120	*	X51004	2565	46037787	46126082	88296	-	478	upstream	478	GABRG1
chr4	47033082	47033186	105	*	X51005	2560	47033295	47428447	395153	+	108	upstream	108	GABRB1
chr4	47839863	47839908	46	*	X51007	10699	47596018	47840059	244042	-	0	inside	150	CORIN
chr4	47840042	47840206	165	*	X51008	10699	47596018	47840059	244042	-	0	overlapStart	0	CORIN
chr4	48017558	48017624	67	*	X51009	152519	48018791	48039080	20290	+	1166	upstream	1166	NIPAL1
chr4	48343172	48343191	20	*	X51012	57606	48343613	48428215	84603	+	421	upstream	421	SLAIN2
chr4	48782230	48782244	15	*	X51027	285527	48499380	48782316	282937	-	0	inside	71	FRYL
chr4	54458182	54458286	105	*	X51051	100873955	54459123	54471548	12426	+	836	upstream	836	LNX1-AS2
chr4	54459029	54459133	105	*	X51052	100873955	54459123	54471548	12426	+	0	overlapStart	0	LNX1-AS2
chr4	54964538	54964672	135	*	X51056	170825	54966248	54968122	1875	+	1575	upstream	1575	GSX2
chr4	56719574	56719705	132	*	X51081	55763	56719816	56771244	51429	+	110	upstream	110	EXOC1
chr4	57301261	57301514	254	*	X51091	10606	57301915	57327534	25620	+	400	upstream	400	PAICS
chr4	57301261	57301514	254	*	X51091	5471	57259529	57301802	42274	-	0	inside	287	PPAT
chr4	57303346	57303450	105	*	X51092	5471	57259529	57301802	42274	-	1543	upstream	1543	PPAT
chr4	57333894	57334043	150	*	X51094	6731	57333762	57369847	36086	+	0	inside	131	SRP72
chr4	57845527	57845556	30	*	X51101	84273	57829516	57843826	14311	-	1700	upstream	1700	NOA1
chr4	57845572	57845706	135	*	X51102	84273	57829516	57843826	14311	-	1745	upstream	1745	NOA1
chr4	62065679	62065783	105	*	X51107	23284	62066974	62938168	871195	+	1190	upstream	1190	ADGRL3
chr4	62065922	62066026	105	*	X51108	23284	62066974	62938168	871195	+	947	upstream	947	ADGRL3
chr4	62066879	62067025	147	*	X51109	23284	62066974	62938168	871195	+	0	overlapStart	0	ADGRL3
chr4	66534442	66534522	81	*	X51124	100144602	66535679	66559104	23426	+	1156	upstream	1156	EPHA5-AS1
chr4	66536178	66536267	90	*	X51125	2044	66185281	66535653	350373	-	524	upstream	524	EPHA5
chr4	71553744	71553848	105	*	X51135	57050	71554196	71556268	2073	+	347	upstream	347	UTP3
chr4	71570355	71570610	256	*	X51137	22902	71570654	71674336	103683	+	43	upstream	43	RUFY3
chr4	71705980	71706030	51	*	X51140	2926	71681499	71705627	24129	-	352	upstream	352	GRSF1
chr4	71767933	71768082	150	*	X51141	92597	71768057	71853891	85835	+	0	overlapStart	0	MOB1B
chr4	71768248	71768313	66	*	X51142	92597	71768057	71853891	85835	+	0	inside	190	MOB1B
chr4	71859133	71859177	45	*	X51145	1633	71859265	71896629	37365	+	87	upstream	87	DCK
chr4	72052652	72052794	143	*	X51148	8671	72053003	72437804	384802	+	208	upstream	208	SLC4A4
chr4	73434452	73434508	57	*	X51151	9508	73146686	73434516	287831	-	0	inside	7	ADAMTS3
chr4	73435059	73435085	27	*	X51152	9508	73146686	73434516	287831	-	542	upstream	542	ADAMTS3
chr4	74124636	74124705	70	*	X51157	26057	73940502	74124502	184001	-	133	upstream	133	ANKRD17
chr4	75719788	75719851	64	*	X51159	685	75671448	75719882	48435	-	0	inside	30	BTC
chr4	76598525	76598546	22	*	X51165	9908	76567953	76598667	30715	-	0	inside	120	G3BP2
chr4	76649914	76650213	300	*	X51166	8615	76649829	76735366	85538	+	0	inside	84	USO1
chr4	76862125	76862259	135	*	X51169	27163	76831808	76862166	30359	-	0	overlapStart	0	NAAA
chr4	77136123	77136197	75	*	X51175	950	77079892	77135052	55161	-	1070	upstream	1070	SCARB2
chr4	77226153	77226183	31	*	X51178	8987	77227179	77232283	5105	+	995	upstream	995	STBD1
chr4	77226528	77226602	75	*	X51179	8987	77227179	77232283	5105	+	576	upstream	576	STBD1
chr4	77227252	77227356	105	*	X51180	8987	77227179	77232283	5105	+	0	inside	72	STBD1
chr4	77871121	77871270	150	*	X51196	55752	77870895	77959768	88874	+	0	inside	225	SEPTIN11
chr4	77996896	77996974	79	*	X51204	10983	77969177	77997125	27949	-	0	inside	150	CCNI
chr4	77997191	77997240	50	*	X51205	10983	77969177	77997125	27949	-	65	upstream	65	CCNI
chr4	78740150	78740299	150	*	X51217	246175	78634541	78740544	106004	-	0	inside	244	CNOT6L
chr4	78741438	78741452	15	*	X51218	246175	78634541	78740544	106004	-	893	upstream	893	CNOT6L
chr4	78977774	78977908	135	*	X51220	80144	78978724	79465423	486700	+	815	upstream	815	FRAS1
chr4	78978640	78978714	75	*	X51221	80144	78978724	79465423	486700	+	9	upstream	9	FRAS1
chr4	79472733	79472735	3	*	X51224	306	79472742	79531605	58864	+	6	upstream	6	ANXA3
chr4	79696027	79696082	56	*	X51226	55589	79697532	79833341	135810	+	1449	upstream	1449	BMP2K
chr4	79696953	79697066	114	*	X51227	55589	79697532	79833341	135810	+	465	upstream	465	BMP2K
chr4	81103986	81104075	90	*	X51234	56978	81105439	81125482	20044	+	1363	upstream	1363	PRDM8
chr4	81104253	81104357	105	*	X51235	56978	81105439	81125482	20044	+	1081	upstream	1081	PRDM8
chr4	81104703	81104840	138	*	X51236	56978	81105439	81125482	20044	+	598	upstream	598	PRDM8
chr4	81104895	81104897	3	*	X51237	56978	81105439	81125482	20044	+	541	upstream	541	PRDM8
chr4	81105363	81105423	61	*	X51238	56978	81105439	81125482	20044	+	15	upstream	15	PRDM8
chr4	81105504	81105542	39	*	X51239	56978	81105439	81125482	20044	+	0	inside	64	PRDM8
chr4	82393042	82393176	135	*	X51253	153020	82348219	82393061	44843	-	0	overlapStart	0	RASGEF1B
chr4	83294934	83295053	120	*	X51274	3184	83274467	83295149	20683	-	0	inside	95	HNRNPD
chr4	83295099	83295112	14	*	X51275	3184	83274467	83295149	20683	-	0	inside	36	HNRNPD
chr4	83350060	83350097	38	*	X51277	58478	83351726	83382244	30519	+	1628	upstream	1628	ENOPH1
chr4	83350332	83350451	120	*	X51278	58478	83351726	83382244	30519	+	1274	upstream	1274	ENOPH1
chr4	83351397	83351536	140	*	X51279	58478	83351726	83382244	30519	+	189	upstream	189	ENOPH1
chr4	83351397	83351536	140	*	X51279	9987	83343717	83351378	7662	-	18	upstream	18	HNRNPDL
chr4	83352282	83352416	135	*	X51280	9987	83343717	83351378	7662	-	903	upstream	903	HNRNPDL
chr4	83720238	83720342	105	*	X51285	79966	83550690	83720010	169321	-	227	upstream	227	SCD5
chr4	83821120	83821194	75	*	X51286	79725	83821837	83841438	19602	+	642	upstream	642	THAP9
chr4	83934032	83934108	77	*	X51293	132660	83845756	83934040	88285	-	0	overlapStart	0	LIN54
chr4	84406019	84406138	120	*	X51297	84142	84382094	84406290	24197	-	0	inside	151	ABRAXAS1
chr4	85419291	85419398	108	*	X51309	4825	85414436	85419387	4952	-	0	overlapStart	0	NKX6-1
chr4	85420171	85420290	120	*	X51310	4825	85414436	85419387	4952	-	783	upstream	783	NKX6-1
chr4	85420741	85420868	128	*	X51311	4825	85414436	85419387	4952	-	1353	upstream	1353	NKX6-1
chr4	85421176	85421310	135	*	X51312	4825	85414436	85419387	4952	-	1788	upstream	1788	NKX6-1
chr4	85504185	85504225	41	*	X51315	1040	85504057	85572493	68437	+	0	inside	127	CDS1
chr4	85886934	85887038	105	*	X51320	404201	85887971	85928168	40198	+	932	upstream	932	WDFY3-AS2
chr4	85888038	85888142	105	*	X51321	404201	85887971	85928168	40198	+	0	inside	66	WDFY3-AS2
chr4	85888038	85888142	105	*	X51321	23001	85590693	85887544	296852	-	493	upstream	493	WDFY3
chr4	85888917	85889021	105	*	X51322	23001	85590693	85887544	296852	-	1372	upstream	1372	WDFY3
chr4	86396450	86396554	105	*	X51324	83478	86396284	86923823	527540	+	0	inside	165	ARHGAP24
chr4	87516114	87516218	105	*	X51330	5602	86936276	87515263	578988	-	850	upstream	850	MAPK10
chr4	87516384	87516503	120	*	X51331	5602	86936276	87515263	578988	-	1120	upstream	1120	MAPK10
chr4	87516969	87517073	105	*	X51332	5602	86936276	87515263	578988	-	1705	upstream	1705	MAPK10
chr4	87856061	87856195	135	*	X51334	4299	87856154	88062206	206053	+	0	overlapStart	0	AFF1
chr4	87856061	87856195	135	*	X51334	100506746	87846046	87856002	9957	-	58	upstream	58	AFF1-AS1
chr4	87856766	87856854	89	*	X51335	100506746	87846046	87856002	9957	-	763	upstream	763	AFF1-AS1
chr4	89299937	89299951	15	*	X51353	55008	89299891	89364249	64359	+	0	inside	45	HERC6
chr4	89512941	89513045	105	*	X51355	8916	89513574	89629693	116120	+	528	upstream	528	HERC3
chr4	89619716	89619774	59	*	X51357	266812	89617066	89619023	1958	-	692	upstream	692	NAP1L5
chr4	90229527	90229616	90	*	X51373	285513	90165429	90229161	63733	-	365	upstream	365	GPRIN3
chr4	90230663	90230703	41	*	X51374	285513	90165429	90229161	63733	-	1501	upstream	1501	GPRIN3
chr4	90757265	90757384	120	*	X51377	644248	90757552	90763142	5591	+	167	upstream	167	SNCA-AS1
chr4	90759211	90759360	150	*	X51379	6622	90645250	90759447	114198	-	0	inside	86	SNCA
chr4	91048391	91048525	135	*	X51380	401145	91048684	92523370	1474687	+	158	upstream	158	CCSER1
chr4	93225392	93225466	75	*	X51387	2895	93225550	94693649	1468100	+	83	upstream	83	GRID2
chr4	94748748	94748897	150	*	X51391	474	94750078	94751142	1065	+	1180	upstream	1180	ATOH1
chr4	94750045	94750052	8	*	X51392	474	94750078	94751142	1065	+	25	upstream	25	ATOH1
chr4	96470657	96470701	45	*	X51401	8633	96083656	96470361	386706	-	295	upstream	295	UNC5C
chr4	99064415	99064504	90	*	X51405	285555	98480025	99064391	584367	-	23	upstream	23	STPG2
chr4	99182825	99182854	30	*	X51406	5910	99182527	99365012	182486	+	0	inside	297	RAP1GDS1
chr4	99580004	99580108	105	*	X51418	10098	99391518	99579812	188295	-	191	upstream	191	TSPAN5
chr4	99916817	99916839	23	*	X51421	23173	99916788	99983960	67173	+	0	inside	28	METAP1
chr4	99916817	99916839	23	*	X51421	100500867	99918538	99918611	74	+	1698	upstream	1698	MIR3684
chr4	100009614	100009620	7	*	X51426	100507053	100010008	100222513	212506	+	387	upstream	387	LOC100507053
chr4	100483649	100483693	45	*	X51427	4547	100485240	100545154	59915	+	1546	upstream	1546	MTTP
chr4	100867490	100867639	150	*	X51431	79982	100817407	100867883	50477	-	0	inside	243	DNAJB14
chr4	100868570	100868689	120	*	X51432	79982	100817407	100867883	50477	-	686	upstream	686	DNAJB14
chr4	100870908	100870979	72	*	X51433	256880	100871636	100873620	1985	+	656	upstream	656	H2AZ1-DT
chr4	100871126	100871132	7	*	X51434	256880	100871636	100873620	1985	+	503	upstream	503	H2AZ1-DT
chr4	100871778	100871897	120	*	X51435	256880	100871636	100873620	1985	+	0	inside	141	H2AZ1-DT
chr4	100871778	100871897	120	*	X51435	3015	100869243	100871512	2270	-	265	upstream	265	H2AZ1
chr4	102267821	102267943	123	*	X51438	90024	102268934	102270040	1107	+	990	upstream	990	FLJ20021
chr4	102268624	102268644	21	*	X51439	90024	102268934	102270040	1107	+	289	upstream	289	FLJ20021
chr4	102268624	102268644	21	*	X51439	5530	101944587	102268628	324042	-	0	overlapStart	0	PPP3CA
chr4	103682543	103682632	90	*	X51444	4126	103552643	103682151	129509	-	391	upstream	391	MANBA
chr4	105415789	105415985	197	*	X51458	80319	105389463	105416058	26596	-	0	inside	72	CXXC4
chr4	105416327	105416388	62	*	X51459	80319	105389463	105416058	26596	-	268	upstream	268	CXXC4
chr4	106630248	106630352	105	*	X51462	57117	106603785	106629881	26097	-	366	upstream	366	INTS12
chr4	107237000	107237074	75	*	X51465	9255	107236767	107270381	33615	+	0	inside	232	AIMP1
chr4	108642595	108642804	210	*	X51470	9061	108534822	108641419	106598	-	1175	upstream	1175	PAPSS1
chr4	108851776	108851895	120	*	X51471	113612	108852717	108874613	21897	+	821	upstream	821	CYP2U1
chr4	108851986	108852090	105	*	X51472	113612	108852717	108874613	21897	+	626	upstream	626	CYP2U1
chr4	109087368	109087368	1	*	X51473	641518	109088681	109097586	8906	+	1312	upstream	1312	LEF1-AS1
chr4	109684356	109684394	39	*	X51477	64850	109663202	109684235	21034	-	120	upstream	120	ETNPPL
chr4	110223843	110223932	90	*	X51478	84570	109731877	110223799	491923	-	43	upstream	43	COL25A1
chr4	110624357	110624372	16	*	X51480	839	110609785	110624629	14845	-	0	inside	256	CASP6
chr4	111119509	111119613	105	*	X51494	79071	110970229	111119820	149592	-	0	inside	206	ELOVL6
chr4	111120124	111120228	105	*	X51495	79071	110970229	111119820	149592	-	303	upstream	303	ELOVL6
chr4	113152175	113152309	135	*	X51513	55435	113152895	113191211	38317	+	585	upstream	585	AP1AR
chr4	113218784	113218893	110	*	X51515	80216	113218499	113363764	145266	+	0	inside	284	ALPK1
chr4	113437304	113437337	34	*	X51521	63973	113434672	113437328	2657	-	0	overlapStart	0	NEUROG2
chr4	113437471	113437588	118	*	X51522	63973	113434672	113437328	2657	-	142	upstream	142	NEUROG2
chr4	113438594	113438713	120	*	X51523	63973	113434672	113437328	2657	-	1265	upstream	1265	NEUROG2
chr4	113558417	113558536	120	*	X51528	51574	113558120	113578748	20629	+	0	inside	296	LARP7
chr4	113558417	113558536	120	*	X51528	55345	113460489	113558151	97663	-	265	upstream	265	ZGRF1
chr4	114682945	114683011	67	*	X51570	817	114372188	114683083	310896	-	0	inside	71	CAMK2D
chr4	118007015	118007134	120	*	X51577	133022	118004710	118006736	2027	-	278	upstream	278	TRAM1L1
chr4	119273708	119273726	19	*	X51582	8492	119201193	119273922	72730	-	0	inside	195	PRSS12
chr4	120132118	120132207	90	*	X51593	54532	120133782	120216673	82892	+	1574	upstream	1574	USP53
chr4	120133780	120133872	93	*	X51594	54532	120133782	120216673	82892	+	0	overlapStart	0	USP53
chr4	121993467	121993571	105	*	X51602	79625	121956782	121993673	36892	-	0	inside	101	NDNF
chr4	121993687	121993708	22	*	X51603	79625	121956782	121993673	36892	-	13	upstream	13	NDNF
chr4	121993910	121993956	47	*	X51604	79625	121956782	121993673	36892	-	236	upstream	236	NDNF
chr4	121994187	121994261	75	*	X51605	79625	121956782	121993673	36892	-	513	upstream	513	NDNF
chr4	122617952	122618011	60	*	X51614	308	122589152	122618147	28996	-	0	inside	135	ANXA5
chr4	122618072	122618108	37	*	X51615	308	122589152	122618147	28996	-	0	inside	38	ANXA5
chr4	122618844	122618963	120	*	X51616	308	122589152	122618147	28996	-	696	upstream	696	ANXA5
chr4	122619662	122619766	105	*	X51617	308	122589152	122618147	28996	-	1514	upstream	1514	ANXA5
chr4	122745200	122745318	119	*	X51618	890	122737599	122745088	7490	-	111	upstream	111	CCNA2
chr4	123653507	123653566	60	*	X51623	166379	123653857	123666098	12242	+	290	upstream	290	BBS12
chr4	123653507	123653566	60	*	X51623	729338	123651344	123653613	2270	-	0	inside	46	CETN4P
chr4	123654377	123654556	180	*	X51624	729338	123651344	123653613	2270	-	763	upstream	763	CETN4P
